Year,MajorArea,Total,Other North,Other South,Afghanistan,Albania,Algeria,American Samoa,Andorra,Angola,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cabo Verde,Cambodia,Cameroon,Canada,Caribbean Netherlands,Cayman Islands,Central African Republic,Chad,Channel Islands,Chile,China,China Hong Kong SAR,China Macao SAR,Colombia,Comoros,Congo,Cook Islands,Costa Rica,Cote d'Ivoire,Croatia,Cuba,Curacao,Cyprus,Czechia,North Korea,Rep. Dem. of the Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Ethiopia,Faeroe Islands,Falkland Islands,Fiji,Finland,France,French Guiana,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guam,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Holy See,Honduras,Hungary,Iceland,India,Indonesia,Iran,Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,Kuwait,Kyrgyzstan,Laos,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mayotte,Mexico,Micronesia,Monaco,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Niue,Northern Mariana Islands,Norway,Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,South Korea,Republic of Moldova,Reunion,Romania,Russian Federation,Rwanda,Saint Helena,Saint Kitts and Nevis,Saint Lucia,Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Sint Maarten,Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South Sudan,Spain,Sri Lanka,State of Palestine,Sudan,Suriname,Swaziland,Sweden,Switzerland,Syrian Arab Republic,Tajikistan,TFYR Macedonia,Thailand,Timor-Leste,Togo,Tokelau,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,Tanzania,USA,United States Virgin Islands,Uruguay,Uzbekistan,Vanuatu,Venezuela,Viet Nam,Wallis and Futuna Islands,Western Sahara,Yemen,Zambia,Zimbabwe
2005,Austria,1136270,0,0,6668,2434,998,0,2,264,0,6,1178,2360,0,1926,0,832,18,16,2117,16,1289,1992,32,62,15,20,394,124345,20,4012,0,5,12170,94,75,32,741,506,1969,0,0,23,10,0,973,13655,217,13,1214,0,354,0,139,166,44600,681,0,251,42540,2176,542,1098,6,39,2418,511,11518,53,8,81,289,987,0,0,14,1236,6935,0,0,20,487,2565,158975,1914,0,3096,0,12,0,1,289,234,53,15,49,0,76,28059,146,10501,940,11986,4273,763,0,1983,24376,161,2297,579,853,760,0,196,502,96,625,1425,4,212,356,292,703,590,58,30,373,7,77,85,0,0,26,89,0,1169,1,20,1395,16895,0,1490,52,55,142,1,454,6556,0,343,161,25,6563,0,0,748,25,3724,1,48,46,177,1306,10718,49475,1333,5,20,0,1376,0,45724,23957,164,0,2,11,0,8,4,1,2,370,259,150971,34,207,222,0,21016,15649,11,940,2161,0,3189,759,214,492,16,19,2747,12223,2568,220,16957,4336,0,169,0,6,54,2855,134325,109,0,10,212,6367,136,8519,122,8550,0,218,584,6,708,2587,0,0,73,88,231
2005,Belgium,882031,16334,10890,1196,2078,7396,0,0,1621,0,0,401,2027,0,662,2301,394,4,2,781,7,893,0,0,357,0,88,297,1376,10,2804,0,0,4126,401,1299,151,213,3430,2530,0,0,97,142,0,1084,6799,0,0,1252,0,839,0,80,1194,682,520,0,150,1416,254,14399,3111,200,32,568,1654,858,89,9,44,336,440,0,0,6,2863,116072,0,0,241,138,814,35004,2493,0,15472,0,0,0,0,95,1519,48,22,209,0,45,2135,158,4824,990,2316,1155,3268,0,1483,169649,104,3980,246,954,350,0,6,476,123,420,1278,7,288,112,10,598,4135,342,24,285,1,223,158,0,0,430,670,0,742,0,7,143,17,0,77908,30,56,10,0,579,104871,0,172,47,405,1796,0,0,1284,5,2961,0,44,3,93,870,3089,19912,26605,0,0,318,405,0,9234,7195,2744,0,0,0,0,0,0,19,10,33,1021,326,13,472,165,0,1823,367,0,620,736,0,41538,255,135,215,101,0,4194,1948,1170,30,2120,2491,0,1194,0,0,0,3272,39669,11,0,0,141,1848,0,24478,145,10932,0,80,787,0,321,1008,0,0,55,106,80
2005,France,6737600,0,0,3409,5747,1337210,12,980,14835,123,103,11825,12278,67,5406,12167,2560,42,143,3164,69,2388,138343,12,17643,96,44,2106,11323,48,42128,0,89,13222,6972,1493,18180,58654,63768,22661,87,0,14600,6219,0,13011,70951,1415,67,22163,30384,57496,6,640,75481,9031,3744,0,937,4616,80,49330,6496,6015,7416,4454,3500,26659,1418,347,270,786,5594,3,0,44,3613,0,0,0,17241,1546,5304,222726,5389,20,11470,8,0,0,0,2817,21387,2476,4226,67078,0,453,9674,398,41118,4242,20643,4953,8596,12,8559,373839,732,18116,1173,1897,1328,12,651,454,41673,1852,42108,60,645,1800,32,2048,12062,106558,133,2262,8,57153,472,0,0,12537,38979,0,9332,2,16581,687,1147,18,832641,1036,369,103,0,1007,37519,0,1566,472,4586,3986,0,0,3173,89,16544,0,385,50,699,9822,10645,101024,586242,51,64,17773,3891,0,43381,34476,4950,8,114,4341,0,45,5,278,757,2165,99224,17288,538,975,2189,0,3290,2853,6,1464,4182,0,306067,34159,865,2075,22274,26,9125,84249,15414,146,3711,14139,6,19915,0,50,417,362087,229714,156,1,6,343,12020,641,143491,526,47875,23,2114,728,678,5493,118704,0,37,342,372,475
2005,Germany,9402447,118448,34831,75824,13162,17681,0,0,0,0,0,10339,10221,0,9538,196503,14234,0,0,6009,0,20329,25787,0,1451,0,0,3128,157145,0,38846,0,0,61639,1608,504,0,1583,12888,14007,0,0,0,275,0,9900,67622,0,0,13677,0,2465,0,1182,3038,188110,9720,0,1243,285873,2063,10422,20711,0,0,7013,5360,16492,807,0,8806,9351,15936,0,0,0,14205,112952,0,0,340,3143,14882,0,23382,0,256149,0,0,0,0,1221,2777,0,0,884,0,890,116809,1479,45659,13611,108310,77641,11942,0,10661,410250,1586,28874,10407,671031,8720,0,0,51974,2089,19481,57764,0,2291,3204,209,29529,11880,997,0,4267,0,1009,489,0,0,0,0,0,10738,0,0,0,19700,0,85965,0,1271,0,0,2600,110348,0,2087,951,788,18538,0,0,7252,0,38473,0,446,0,2622,11825,35620,1157821,102455,0,0,22655,17473,0,407829,889324,943,0,0,0,0,0,0,0,0,1993,3012,319713,0,3821,1743,0,30070,29475,0,6784,10414,0,101503,42932,0,0,0,0,17149,53952,34895,16462,24598,50231,0,11436,0,0,611,28888,1483727,4529,0,0,1731,186103,0,96506,455,110843,0,1839,25587,0,5362,86970,0,0,2049,581,0
2005,Liechtenstein,18898,81,284,0,0,0,0,0,0,0,0,9,0,0,0,3109,0,0,0,0,0,0,31,0,0,0,0,0,357,0,103,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,15,0,0,0,0,0,143,0,0,0,33,0,0,18,0,0,32,0,0,0,0,0,9,0,0,0,0,4,93,0,0,0,0,0,1560,0,0,75,0,0,0,0,0,0,0,0,0,0,0,28,1,11,0,0,0,8,0,0,1185,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,55,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,18,30,513,0,0,0,0,0,13,31,0,0,0,0,0,0,0,0,0,0,0,335,0,0,0,0,26,92,0,0,15,0,429,0,0,0,0,0,23,8532,0,0,344,40,0,0,0,0,0,8,870,0,0,0,0,14,0,51,0,91,0,0,0,0,0,0,0,0,0,0,0
2005,Luxembourg,150618,14,213,0,229,76,0,0,0,0,0,30,0,0,58,548,0,0,0,22,0,32,12758,0,0,0,0,0,1848,0,227,0,0,334,0,0,1234,0,45,180,0,0,0,0,0,44,804,0,0,19,0,0,0,0,0,316,17,0,21,336,0,74,1637,0,88,26,0,19,0,0,0,179,0,0,0,0,749,20304,0,0,0,0,0,8886,0,0,1083,0,0,0,0,0,0,0,0,0,0,0,414,251,147,0,177,0,910,0,31,14814,0,215,0,0,0,0,0,0,0,162,26,0,0,0,0,201,0,0,0,19,0,0,93,0,0,0,39,0,20,0,0,0,6563,0,186,0,0,0,0,23,3027,0,17,0,0,0,0,0,133,0,0,0,0,0,0,75,144,1310,55878,0,0,37,0,0,717,298,19,0,0,0,0,0,0,0,0,0,22,1929,0,0,0,0,262,181,0,0,35,0,2495,0,0,0,0,0,1152,406,0,0,264,132,0,0,0,0,0,102,153,0,0,0,0,133,0,4047,0,836,0,0,0,0,19,54,0,0,0,0,0
2005,Monaco,21312,6817,3346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,Netherlands,1736127,376,4302,32382,666,4050,0,0,9301,27,28,2716,373,1424,10113,6514,539,54,112,994,75,135,47034,0,274,20,48,588,670,202,10187,0,581,3111,284,1711,11532,634,1776,8841,4409,0,43,103,0,3031,43937,0,0,11688,0,1071,0,560,765,180,1002,61709,297,6170,27,5681,3284,107,82,7037,1433,11081,317,31,644,299,8004,0,0,73,2447,19469,0,0,100,401,150,117599,12168,34,7989,0,40,0,0,547,2802,217,2400,972,0,326,5656,438,12034,155822,24051,35882,4490,0,5338,17574,862,6138,899,90,2122,0,1328,37,133,496,3271,89,2368,588,0,928,871,158,253,3085,0,148,260,0,0,401,320,0,2086,0,54,412,0,0,168387,541,361,209,0,662,0,0,3701,337,370,4967,0,0,2599,414,10817,0,243,131,169,2732,8661,24970,12052,0,35,5899,37,0,6314,30788,1486,0,71,51,0,55,16,0,134,1080,857,50508,78,5611,2902,22039,106,36,0,15080,12263,0,18379,10249,0,5811,189945,88,3683,5955,6684,28,58,9763,0,1283,0,0,517,4241,195774,0,0,0,872,427,426,47459,1318,22615,0,608,3540,0,2898,12154,0,0,403,958,1140
2005,Switzerland,1805437,65171,43448,3300,1492,7337,0,38,5161,0,87,6710,539,0,5347,49468,408,96,240,1576,61,880,12167,50,426,0,58,2548,43394,52,32115,0,39,4345,485,447,1638,1988,5473,9354,0,0,158,235,0,5860,13469,0,0,8955,23,991,0,691,2265,16547,2433,0,290,10682,389,5070,4521,76,251,8108,3720,4875,555,30,5967,419,3828,0,0,53,4186,113664,0,0,206,539,513,272280,2114,0,6755,0,36,0,0,769,904,246,106,1398,0,425,12895,280,14302,2780,6953,5619,2696,0,2872,198947,612,5673,515,1689,2581,0,346,359,796,1204,4695,62,336,826,1899,885,1819,1341,84,1802,50,329,225,0,0,96,2210,0,4915,0,202,519,2163,0,13265,985,184,233,0,725,21259,0,1423,464,156,2627,0,0,1835,64,3334,0,364,199,761,7334,10168,19170,151328,0,53,2698,875,0,10869,14172,820,0,0,46,0,0,0,0,44,733,1759,112119,181,261,1400,0,8102,2918,0,3648,5792,0,46561,28476,136,812,83,81,7741,0,2613,129,44147,15117,0,1395,0,0,257,8391,64071,64,0,0,600,5401,313,35657,682,28796,0,1300,535,0,3003,9148,0,0,338,287,818
2005,LATIN AMERICA AND THE CARIBBEAN,7237476,68587,317605,235,345,1027,0,52,6891,2018,8477,249670,1039,5478,3900,8179,5,1620,59,107,5668,486,7476,4525,16,118,15,355834,74,11,194377,5323,72,1995,31,16,690,179,141,36032,1871,90,106,19,71,259664,82072,2874,9,859414,1,124,12,26065,190,2829,67117,5608,99,4916,1707,146,2175,0,20808,119934,72920,4464,49541,29,28,294,248,2,28,11,1039,156842,3807,5,20,18,75,65219,194,29,5511,432,14875,8599,6,65177,37,470,46731,339844,2,47289,5495,278,10525,1172,1387,536,1588,1,7525,304451,26703,78965,1533,39,148,42,107,5,1299,459,27731,10,6,256,125,908,208,25,8,245,2,73,69,0,14185,2,2,1,54689,8,25,9,245,2749,1868,1492,83,8,6,15,24203,4,688,182872,39,950,45,6,1449,6,972,2,16412,4,493055,310981,5216,21228,240544,19683,26,22024,729,1123,7261,15423,6,523,12317,13655,87,17591,0,28,9,1852,210,964,0,2,153,1068,192,1481,1,49,7354,0,309739,38,1500,18,28153,9,3966,13902,20273,4,2662,446,0,18,0,220,16041,98,2438,3,984,6,14,8488,39,45408,28,932810,3487,154812,9,186,91420,256,14,3,27,19,60
2005,Caribbean,1333118,27424,48475,0,125,285,0,0,112,1971,8317,4579,0,4764,327,1042,0,1498,23,0,5296,0,958,404,0,108,10,466,6,7,1333,5323,0,416,0,4,4,130,13,12322,933,19,68,4,15,3221,7235,222,0,21995,0,0,10,2500,0,0,30440,5323,0,231,0,0,100,0,20081,95067,1905,87,1496,0,0,8,84,0,0,0,52,99148,3059,0,0,0,0,7565,103,0,158,100,14486,6453,0,1479,0,0,24962,322199,0,2240,120,0,4441,245,68,17,345,0,232,9346,24927,1785,153,7,48,0,0,0,0,0,2138,0,0,0,0,0,0,0,0,50,0,0,32,0,9457,0,0,0,6031,0,0,0,0,2746,29,0,0,0,0,0,13081,0,100,1895,29,539,0,0,85,0,269,0,2253,0,50,4682,2901,465,1804,15324,0,706,9,747,177,2752,0,104,12306,12037,55,17198,0,0,0,23,0,145,0,0,0,1010,0,0,0,0,332,0,18879,23,124,0,4221,6,291,2892,695,0,16,84,0,0,0,0,12457,0,106,0,982,0,6,821,0,20105,15,289751,3483,1550,0,0,24367,108,13,0,0,11,27
2005,Anguilla,4684,157,1076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328,0,0,0,0,0,0,0,0,0,0,0,0,0,398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358,0,390,348,0,0,0,0,0,0,0,0,0,0
2005,Antigua and Barbuda,24741,183,150,0,0,0,0,0,0,35,0,0,0,5,7,0,0,2,0,0,266,0,0,12,0,12,0,0,0,0,0,86,0,0,0,0,0,0,0,382,10,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,18,17,0,0,0,0,0,0,4180,1572,0,9,0,0,0,0,80,0,0,0,0,37,5,0,0,0,0,73,27,0,0,0,170,67,0,0,0,0,5702,29,0,7,0,0,70,0,0,0,0,0,0,64,3515,18,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,1003,0,0,0,0,0,0,14,0,11,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,420,596,0,809,0,0,0,0,0,0,0,0,0,21,0,0,0,0,40,0,11,0,0,0,40,0,0,0,215,0,0,0,0,0,0,0,634,0,0,0,6,0,0,0,0,876,0,2313,627,0,0,0,35,0,0,0,0,0,0
2005,Aruba,32540,413,1983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,0,0,0,0,0,855,0,0,8243,0,0,0,0,0,0,0,2063,0,0,0,0,0,0,115,3903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263,0,0,0,0,0,289,1288,0,0,0,0,238,0,0,0,0,0,0,0,719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4056,0,0,90,0,0,0,0,0,0,0,0,0,0,0,1019,863,0,174,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,589,0,0,0,0,0,0,0,0,0,0,1285,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,638,0,0,0,0,3074,0,0,0,0,0,0
2005,Bahamas,45595,250,422,0,0,0,0,0,0,0,11,56,0,0,71,30,0,0,0,0,164,0,24,27,0,25,0,0,0,7,80,8,0,10,0,0,0,0,0,1399,0,15,0,0,0,20,126,25,0,106,0,0,0,58,0,0,240,0,0,0,0,0,26,0,58,177,28,18,36,0,0,8,0,0,0,0,0,137,0,0,0,0,0,244,55,0,70,0,28,0,0,21,0,0,957,23047,0,27,0,0,391,18,0,0,62,0,0,120,5349,36,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,40,0,21,8,0,121,0,0,11,0,6,0,31,0,0,165,587,14,12,0,0,0,0,0,60,39,0,0,22,65,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,76,23,0,0,0,6,30,220,0,0,0,0,0,0,0,0,341,0,0,0,957,0,6,9,0,1772,0,6587,0,9,0,0,26,0,0,0,0,0,7
2005,Barbados,30624,3190,6782,0,0,0,0,0,0,0,225,0,0,0,25,0,0,55,0,0,0,0,0,15,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,721,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,518,0,0,0,0,0,4640,24,0,0,0,0,480,0,0,0,0,0,0,0,839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,2991,0,3648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,1740,0,0,0,0,0,0,0,0,2955,0,1147,0,0,0,0,0,0,0,0,0,0,0
2005,British Virgin Islands,15016,1352,2029,0,0,0,0,0,0,0,600,0,0,0,19,0,0,21,0,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,958,1157,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,1301,0,0,0,0,0,31,0,0,0,0,0,0,0,422,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,2405,425,0,1619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320,0,0,0,0,0,0,0,0,680,0,1042,0,0,0,0,0,0,0,0,0,0,0
2005,Caribbean Netherlands,49105,247,1362,0,0,0,0,0,0,569,1084,45,0,3306,0,0,0,148,0,0,480,0,0,0,0,0,0,0,0,0,0,1862,0,0,0,0,0,0,0,174,0,0,0,0,0,0,78,197,0,2658,0,0,0,0,0,0,2099,2400,0,0,0,0,0,0,107,8887,0,0,0,0,0,0,0,0,0,0,0,196,6,0,0,0,0,0,0,0,0,0,15,205,0,0,0,0,1316,3288,0,0,0,0,40,199,0,0,0,0,0,79,1519,257,0,0,0,0,0,0,0,0,1056,0,0,0,0,0,0,0,0,0,0,0,0,0,205,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,7224,0,11,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1030,77,0,0,0,0,0,0,0,0,576,2,0,130,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,49,0,0,0,2456,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,168,0,1170,174,0,0,0,1535,0,0,0,0,0,0
2005,Cayman Islands,21655,54,22,0,0,0,0,0,0,0,0,13,0,0,125,50,0,181,0,0,189,0,13,342,0,33,0,0,0,0,70,0,0,0,0,0,0,0,0,1366,0,0,0,0,15,0,0,0,0,310,0,0,0,203,0,0,726,13,0,0,0,0,19,0,0,65,0,0,0,0,0,0,0,0,0,0,11,38,0,0,0,0,0,133,0,0,0,0,17,0,0,0,0,0,253,19,0,1232,0,0,340,0,11,0,236,0,13,90,8468,21,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,38,0,56,569,29,11,0,0,0,0,108,0,133,0,0,15,921,0,0,47,0,0,0,0,0,0,0,0,0,11,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,29,0,0,0,0,0,0,79,0,0,0,54,0,0,0,0,327,0,0,0,0,0,0,0,0,2058,15,2234,0,0,0,0,36,0,0,0,0,11,19
2005,Cuba,17023,455,1371,0,125,53,0,0,112,0,0,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,152,0,0,0,0,0,69,0,0,0,0,0,202,337,0,0,181,0,0,0,0,0,0,0,0,0,209,0,0,0,0,0,137,69,0,0,0,0,0,0,0,0,0,0,168,0,0,0,0,0,386,0,0,0,100,92,0,0,78,0,0,0,1061,0,0,79,0,0,0,0,0,0,0,0,253,336,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306,0,0,0,0,0,0,0,0,94,0,0,98,0,108,0,140,0,0,0,0,78,2308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,702,0,57,0,609,0,0,0,0,221,0,0,0,0,0,0
2005,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,Dominica,4744,126,660,0,0,0,0,0,0,13,357,0,0,32,5,0,0,8,0,0,117,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,129,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,16,0,0,0,0,21,0,0,0,0,0,27,0,0,0,0,133,1071,0,0,0,0,19,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,114,0,0,0,0,0,0,7,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,44,198,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,12,0,0,0,0,0,0,0,215,0,0,0,0,0,0,0,0,446,0,439,0,0,0,0,21,0,0,0,0,0,0
2005,Dominican Republic,376001,3573,1191,0,0,0,0,0,0,101,248,2129,0,278,60,690,0,74,23,0,0,0,422,0,0,13,10,304,6,0,889,43,0,254,0,4,4,130,13,2761,0,0,68,4,0,1460,2920,0,0,4593,0,0,10,1097,0,0,6008,0,0,22,0,0,55,0,22,0,859,0,351,0,0,0,0,0,0,0,41,2518,0,0,0,0,0,3905,0,0,88,0,0,86,0,495,0,0,39,271273,0,467,41,0,221,0,57,17,47,0,143,6070,321,934,0,7,0,0,0,0,0,0,511,0,0,0,0,0,0,0,0,31,0,0,32,0,47,0,0,0,1777,0,0,0,0,0,29,0,0,0,0,0,636,0,0,393,0,38,0,0,67,0,139,0,788,0,50,1899,94,312,149,8265,0,604,9,0,39,405,0,104,112,0,55,0,0,0,0,23,0,145,0,0,0,0,0,0,0,0,154,0,7864,0,124,0,76,0,261,1808,59,0,16,0,0,0,0,0,72,0,59,0,19,0,0,110,0,586,0,17858,328,1083,0,0,11299,0,13,0,0,0,0
2005,Grenada,6902,1641,704,0,0,0,0,0,0,0,36,0,0,0,0,0,0,28,0,0,168,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,154,0,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2075,0,0,0,0,0,0,0,0,0,0,0,665,0,0,0,322,0,0,0,0,0,0
